wheelchair_catalogue
Brand,Product Name,Price (INR),Category,Sub Category,Description,URL,Images,Specifications
Generic/Unknown,Basic Wheelchair Powder Coated Mag Wheel,"6,799.00",Wheelchair,Folding Wheelchair,Basic Wheelchair Powder Coated Mag Wheel,https://www.wheelchairindia.com/WHEELCHAIR/FOLDING-WHEELCHAIR/Basic-Wheelchair-Powder-Coated-Mag-Wheel,"https://www.wheelchairindia.com/image/cache/catalog/Basic%20wheelchair%20P.C%20Mag%20wheel%202-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20wheelchair%20P.C%20Mag%20wheel%201-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20wheelchair%20P.C%20Mag%20wheel%203-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20wheelchair%20P.C%20Mag%20wheel%202-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20wheelchair%20P.C%20Mag%20wheel%201-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20wheelchair%20P.C%20Mag%20wheel%203-80x80h.jpeg.webp","{""Width"":""66.5 cm"",""Width in folded condition"":""21 cm"",""Height"":""88 cm"",""Maximum Weight can carry"":""110 Kg""}"
Generic/Unknown,Deluxe Heavy Duty Wheelchair with Elevated Footrest,"15,500.00",Wheelchair,Heavy Duty Wheelchair,"Heavy Duty Manual Wheelchair supplier, distributor and dealer of Deluxe Wheelchairs for disabled and handicapped in india, Buy Deluxe Heavy Duty Wheelchair with Elevated Footrest, Lightweight Heavy Duty Wheelchair Online Shopping, Heavyweight Wheelchairs ",https://www.wheelchairindia.com/WHEELCHAIR/HEAVY-DUTY-WHEELCHAIR/Deluxe-Heavy-Duty-Wheelchair-with-Elevated-Footrest,"https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Wheelchair-with-Elevated-Footrest/Deluxe-Heavy-Duty-Wheelchair-with-Elevated-Footrest-550x550.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Wheelchair-with-Elevated-Footrest/Deluxe-Heavy-Duty-Wheelchair-with-Elevated-Footrest-2-550x550h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Wheelchair-with-Elevated-Footrest/Deluxe-Heavy-Duty-Wheelchair-with-Elevated-Footrest-80x80.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Wheelchair-with-Elevated-Footrest/Deluxe-Heavy-Duty-Wheelchair-with-Elevated-Footrest-2-80x80h.jpg.webp",{}
Generic/Unknown,Deluxe Heavy Duty Premium Foldable Wheelchair Ideal for Heavy Patients,"16,500.00",Wheelchair,Heavy Duty Wheelchair,"Buy Online Heavy Duty Deluxe Wheelchair Online Shopping at Lowest Price Sale in India, Lightweight, Oversized, Extra wide, Bariatric Wheelchairs for Heavy Person &amp; Large People",https://www.wheelchairindia.com/WHEELCHAIR/HEAVY-DUTY-WHEELCHAIR/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients,"https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients-550x550h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients-2-550x550h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients-1-550x550h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients-5-550x550w.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients-80x80h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients-2-80x80h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients-1-80x80h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients/Deluxe-Heavy-Duty-Premium-Foldable-Wheelchair-Ideal-for-Heavy-Patients-5-80x80w.jpg.webp","{""Product Name"":""951 AC 56"",""Frame Style"":""Foldable"",""Frame Material"":""MS Powder Coating"",""Out to Out Width In open Position"":""29 Inches"",""Seat Width"":""22 Inches"",""Total Width in Closing Position"":""13 Inches"",""Rear Wheel Size"":""24 Inches"",""Front Wheel Size"":""8 Inches"",""Seat to Floor Height In"":""21 Inches"",""Seat Depth"":""18 Inches"",""Back height"":""18 Inches"",""Total Height"":""37 Inches"",""Max user Weight Capacity"":""125 KG"",""Net Weight"":""22 KG"",""Upholstery"":""Cotton"",""Armrest"":""Flip-Up"",""Footrest"":""Detachable"",""Wheel Quality"":""Solid"",""Rear Wheel Lock"":""Yes"",""Hand Brakes"":""No"",""Dropback Handle"":""No"",""Wheel Type"":""Mag Wheels""}"
Generic/Unknown,Deluxe Heavy Duty Wheelchair,"17,000.00",Wheelchair,Heavy Duty Wheelchair,"Heavy Duty Manual Wheelchair supplier, distributor and dealer of Deluxe Wheelchairs for disabled and handicapped in india, Buy Deluxe Heavy Duty Wheelchair , Lightweight Heavy Duty Wheelchair Online Shopping, Heavyweight Wheelchairs ",https://www.wheelchairindia.com/WHEELCHAIR/HEAVY-DUTY-WHEELCHAIR?product_id=802,"https://www.wheelchairindia.com/image/cache/catalog/heavy%20duty%20wheelchair%20/Heavy%20duty%20Wheelchair-550x550.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/heavy%20duty%20wheelchair%20/heavy%20duty%20wheelcair%202-550x550.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/heavy%20duty%20wheelchair%20/Heavy%20duty%20Wheelchair-80x80.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/heavy%20duty%20wheelchair%20/heavy%20duty%20wheelcair%202-80x80.jpg.webp",{}
Ryder,Ryder Lifting Wheelchair With Small Wheel,"7,499.00",Wheelchair,Lightweight Wheelchair,Ryder Lifting  Wheelchair With Small Wheel,https://www.wheelchairindia.com/WHEELCHAIR/LIGHTWEIGHT-WHEELCHAIR/Ryder-Lifting-Wheelchair-With-Small-Wheel,"https://www.wheelchairindia.com/image/cache/catalog/Ryder%20Lift%201%20Wheelchair%201-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Ryder%20Lift%201%20Wheelchair%202-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Ryder%20Lift%201%20Wheelchair%203-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Ryder%20Lift%201%20Wheelchair%204-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Ryder%20Lift%201%20Wheelchair%205-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Ryder%20Lift%201%20Wheelchair%201-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Ryder%20Lift%201%20Wheelchair%202-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Ryder%20Lift%201%20Wheelchair%203-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Ryder%20Lift%201%20Wheelchair%204-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Ryder%20Lift%201%20Wheelchair%205-80x80h.jpeg.webp",{}
Karma,Karma TV-30 Transit Light Weight Wheelchair with Carry Bag,"7,799.00",Wheelchair,Lightweight Wheelchair,"Buy Karma TV30 Lightweight Aluminum Foldable Travel with Attendant Brakes & Free Carry Bag Transit Light Weight Wheelchair Online at the lowest price in India, TV30 Wheelchair supplier, distributor, and dealer of TV30 Wheelchair for senior citizens &a",https://www.wheelchairindia.com/WHEELCHAIR/LIGHTWEIGHT-WHEELCHAIR/Karma-TV30-Transit-Light-Weight-Wheelchair,"https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair2-550x550.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair4-550x550h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair-550x550h.png.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair5-550x550w.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair6-550x550h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair3-550x550h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair2-80x80.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair4-80x80h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair-80x80h.png.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair5-80x80w.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair6-80x80h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-TV30-Transit-Light-Weight-Wheelchair/Karma-TV30-Transit-Light-Weight-Wheelchair3-80x80h.jpg.webp","{""Product Name"":""TV-30"",""Frame Style"":""Foldable"",""Frame Material"":""Aluminium"",""Out to Out Width In open Position"":""20 Inches"",""Seat Width"":""13 Inches"",""Total Width in Closing Position"":""11 Inches"",""Rear Wheel Size"":""8 Inches"",""Front Wheel Size"":""6 Inches"",""Seat to Floor Height In"":""20 Inches"",""Seat Depth"":""13 Inches"",""Back height"":""16 Inches"",""Total Height"":""36 Inches"",""Max user Weight Capacity"":""100 KG"",""Net Weight"":""8.5 KG"",""Upholstery"":""Cotton"",""Armrest"":""Flip-up"",""Footrest"":""Fixed"",""Wheel Quality"":""Solid"",""Rear Wheel Lock"":""Yes"",""Hand Brakes"":""Yes"",""Dropback Handle"":""Yes"",""Wheel Type"":""Mag""}"
Karma,Karma Rainbow 6 Commode Wheelchair,"8,849.00",Wheelchair,Lightweight Wheelchair,"Buy Karma Rainbow Wheelchair, 608 wheelchair Online Shopping, Commode Wheelchair Rainbow 6 Price For Sale, Karma Wheelchair Rainbow 6 For Elderly &amp; Senior Citizen, Karma Rainbow 6 supplier, distributor and dealer of Commode Wheelchair for disabled",https://www.wheelchairindia.com/WHEELCHAIR/LIGHTWEIGHT-WHEELCHAIR/Karma-Commode-Wheelchair-Rainbow-6,"https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-Commode-Wheelchair-Rainbow-6/Karma-Commode-Wheelchair-Rainbow-6-11-550x550.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-Commode-Wheelchair-Rainbow-6/Karma-Commode-Rainbow-6-Wheelchair-550x550h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-Commode-Wheelchair-Rainbow-6/Karma-Commode-Wheelchair-Rainbow-6-11-80x80.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/Karma-Commode-Wheelchair-Rainbow-6/Karma-Commode-Rainbow-6-Wheelchair-80x80h.jpg.webp","{""Product Name"":""Karma Rainbow 6"",""Frame Style"":""Foldable"",""Frame Material"":""MS"",""Out to Out Width In open Position"":""25 Inches"",""Seat Width"":""17 Inches"",""Total Width in Closing Position"":""10 Inches"",""Rear Wheel Size"":""23 Inches"",""Front Wheel Size"":""8 Inches"",""Seat to Floor Height In"":""19 Inches"",""Seat Depth"":""17 Inches"",""Back height"":""14 Inches"",""Total Height"":""34 Inches"",""Max user Weight Capacity"":""100 KG"",""Net Weight"":""20.5 KG"",""Upholstery"":""Rexine"",""Armrest"":""Fixed"",""Footrest"":""Fixed"",""Wheel Quality"":""Solid"",""Rear Wheel Lock"":""Yes"",""Hand Brakes"":""No"",""Dropback Handle"":""No"",""Wheel Type"":""Spoke""}"
Generic/Unknown,Premium Wheelchair Powder Coated Mag Wheel With Safety Belt,"4,399.00",Wheelchair,Manual Wheelchair,"Premium Wheelchair Powder Coated Mag Wheel With Safety Belt, Buy wheelchair online, Wheelchair for sale, Wheelchair online shopping, Best wheelchair in India, Electric wheelchair for sale, Manual wheelchair online, Folding wheelchair price, ",https://www.wheelchairindia.com/WHEELCHAIR/MANUAL-WHEELCHAIR/Premium-Wheelchair-Powder-Coated-Mag-Wheel-With-Safety-Belt,"https://www.wheelchairindia.com/image/cache/catalog/Basic%20Powder%20Coated%20Wheelchair%201-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Powder%20Coated%20Wheelchair%204-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Powder%20Coated%20Wheelchair%203-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Powder%20Coated%20Wheelchair%202-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Powder%20Coated%20Wheelchair%201-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Powder%20Coated%20Wheelchair%204-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Powder%20Coated%20Wheelchair%203-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Powder%20Coated%20Wheelchair%202-80x80h.jpeg.webp","{""Product Name"":""Powder Coated Wheelchair"",""Frame Style"":""Foldable"",""Frame Material"":""Ms"",""Out to Out Width In open Position"":""25 Inches"",""Seat Width"":""16.5 Inches"",""Total Width in Closing Position"":""10 Inches"",""Rear Wheel Size"":""23 Inches"",""Front Wheel Size"":""8 Inches"",""Seat to Floor Height In"":""18 Inches"",""Seat Depth"":""15 Inches"",""Back height"":""16 Inches"",""Total Height"":""34.5 Inches"",""Max user Weight Capacity"":""100 KG"",""Net Weight"":""17.5 KG"",""Upholstery"":""Cloth"",""Armrest"":""Fixed"",""Footrest"":""Fixed"",""Wheel Quality"":""Solid"",""Rear Wheel Lock"":""Yes"",""Hand Brakes"":""No"",""Dropback Handle"":""No"",""Wheel Type"":""Mag""}"
Generic/Unknown,Folding Powder Coated Wheelchair with Attendant Brakes,"5,299.00",Wheelchair,Manual Wheelchair,Folding Powder Coated Wheelchair with Attendant Brakes,https://www.wheelchairindia.com/WHEELCHAIR/MANUAL-WHEELCHAIR/Folding-Powder-Coated-Wheelchair-with-Attendant-Brakes,"https://www.wheelchairindia.com/image/cache/catalog/powder_coated_with_brake_1_550x550-550x550.png.webp, https://www.wheelchairindia.com/image/cache/catalog/powder_coated_with_brake_2_550x550-550x550.png.webp, https://www.wheelchairindia.com/image/cache/catalog/powder_coated_with_brake_3_550x550-550x550.png.webp, https://www.wheelchairindia.com/image/cache/catalog/powder_coated_with_brake_1_550x550-80x80.png.webp, https://www.wheelchairindia.com/image/cache/catalog/powder_coated_with_brake_2_550x550-80x80.png.webp, https://www.wheelchairindia.com/image/cache/catalog/powder_coated_with_brake_3_550x550-80x80.png.webp","{""Product Name"":""Powder Coated Wheelchair with Brake"",""Frame Style"":""Foldable"",""Frame Material"":""Ms"",""Out to Out Width In open Position"":""25 Inches"",""Seat Width"":""16.5 Inches"",""Total Width in Closing Position"":""10 Inches"",""Rear Wheel Size"":""23 Inches"",""Front Wheel Size"":""8 Inches"",""Seat to Floor Height In"":""18 Inches"",""Seat Depth"":""15 Inches"",""Back height"":""16 Inches"",""Total Height"":""34.5 Inches"",""Max user Weight Capacity"":""100 KG"",""Net Weight"":""17.5 KG"",""Upholstery"":""Cloth"",""Armrest"":""Fixed"",""Footrest"":""Fixed"",""Wheel Quality"":""Solid"",""Rear Wheel Lock"":""Yes"",""Hand Brakes"":""No"",""Dropback Handle"":""No"",""Wheel Type"":""Mag""}"
Generic/Unknown,Premium Wheel Chair Chrome Polished Black With Safety Belt,"5,399.00",Wheelchair,Manual Wheelchair,Premium Wheel Chair Chrome Polished Black With Safety Belt,https://www.wheelchairindia.com/WHEELCHAIR/MANUAL-WHEELCHAIR/Premium-Wheel-Chair-Chrome-Polished-Black-With-Safety-Belt,"https://www.wheelchairindia.com/image/cache/catalog/Basic%20Wheelchair%20Chrome%20Polished%20Wheelchair%201-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Wheelchair%20Chrome%20Polished%20Wheelchair%205-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Wheelchair%20Chrome%20Polished%20Wheelchair%204-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Wheelchair%20Chrome%20Polished%20Wheelchair%203-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Wheelchair%20Chrome%20Polished%20Wheelchair%202-550x550h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Wheelchair%20Chrome%20Polished%20Wheelchair%201-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Wheelchair%20Chrome%20Polished%20Wheelchair%205-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Wheelchair%20Chrome%20Polished%20Wheelchair%204-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Wheelchair%20Chrome%20Polished%20Wheelchair%203-80x80h.jpeg.webp, https://www.wheelchairindia.com/image/cache/catalog/Basic%20Wheelchair%20Chrome%20Polished%20Wheelchair%202-80x80h.jpeg.webp","{""Product Name"":""Chrome polished Wheelchair"",""Frame Style"":""Foldable"",""Frame Material"":""Ms"",""Out to Out Width In open Position"":""25 Inches"",""Seat Width"":""16.5 Inches"",""Total Width in Closing Position"":""10 Inches"",""Rear Wheel Size"":""23 Inches"",""Front Wheel Size"":""8 Inches"",""Seat to Floor Height In"":""18 Inches"",""Seat Depth"":""15 Inches"",""Back height"":""16 Inches"",""Total Height"":""34.5 Inches"",""Max user Weight Capacity"":""100 KG"",""Net Weight"":""17.5 KG"",""Upholstery"":""Cloth"",""Armrest"":""Fixed"",""Footrest"":""Fixed"",""Wheel Quality"":""Solid"",""Rear Wheel Lock"":""Yes"",""Hand Brakes"":""No"",""Dropback Handle"":""No"",""Wheel Type"":""Mag""}"
Generic/Unknown,902 GC Reclining Wheelchair,"11,500.00",Wheelchair,Reclining Wheelchair,"Wheelchair india is manufacturer, supplier, distributor and dealer of Reclining Wheelchair 902 GC for disabled and handicapped in India, Buy Reclining Wheelchair 902 GC, Reclining Wheelchair 902 GC Online Shopping, Reclining Wheelchair 902 GC Price, Recli",https://www.wheelchairindia.com/WHEELCHAIR/RECLINING-WHEELCHAIR/Reclining-Wheelchair-902-GC,"https://www.wheelchairindia.com/image/cache/catalog/Products/902-GC-Reclining-Wheelchair/902-GC-Reclining-Wheelchair-4-550x550h.jpg.webp, https://www.wheelchairindia.com/image/cache/placeholder-550x550.png.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/902-GC-Reclining-Wheelchair/902-GC-Reclining-Wheelchair-1-550x550w.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/902-GC-Reclining-Wheelchair/902-GC-Reclining-Wheelchair-550x550h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/902-GC-Reclining-Wheelchair/902-GC-Reclining-Wheelchair-7-550x550.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/902-GC-Reclining-Wheelchair/902-GC-Reclining-Wheelchair-4-80x80h.jpg.webp, https://www.wheelchairindia.com/image/cache/placeholder-80x80.png.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/902-GC-Reclining-Wheelchair/902-GC-Reclining-Wheelchair-1-80x80w.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/902-GC-Reclining-Wheelchair/902-GC-Reclining-Wheelchair-80x80h.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/902-GC-Reclining-Wheelchair/902-GC-Reclining-Wheelchair-7-80x80.jpg.webp","{""Product Name"":""902 GC"",""Frame Style"":""Foldable"",""Frame Material"":""MS Chrome"",""Out to Out Width In open Position"":""26 Inches"",""Seat Width"":""17 Inches"",""Total Width in Closing Position"":""11 Inches"",""Rear Wheel Size"":""23 Inches"",""Front Wheel Size"":""8 Inches"",""Seat to Floor Height In"":""19 Inches"",""Seat Depth"":""18 Inches"",""Back height"":""18 Inches"",""Total Height"":""50 Inches"",""Max user Weight Capacity"":""100 KG"",""Net Weight"":""26 KG"",""Upholstery"":""Rexine"",""Armrest"":""Detachable"",""Footrest"":""Elevated & Detachable"",""Wheel Quality"":""Solid"",""Rear Wheel Lock"":""Yes"",""Hand Brakes"":""No"",""Dropback Handle"":""No"",""Wheel Type"":""Spoke Wheels""}"
Generic/Unknown,901 GC Reclining Wheelchair,"12,500.00",Wheelchair,Reclining Wheelchair,"Reclining Wheelchair 901 GC manufacturer, supplier, distributor and dealer of Reclining Wheelchairs for disabled and handicapped in India, Buy Reclining Wheelchair 901 GC, High Back Recliner Chairs Online Shopping, Reclinable Wheelchair Price, Wheelchair",https://www.wheelchairindia.com/WHEELCHAIR/RECLINING-WHEELCHAIR/Reclining-Wheelchair-901-GC,"https://www.wheelchairindia.com/image/cache/catalog/Reclining-Wheelchair-901-GC--550x550.jpg.webp, https://www.wheelchairindia.com/image/cache/placeholder-550x550.png.webp, https://www.wheelchairindia.com/image/cache/catalog/Reclining-Wheelchair-901-GC--80x80.jpg.webp, https://www.wheelchairindia.com/image/cache/placeholder-80x80.png.webp","{""Product Name"":""901 GC"",""Frame Style"":""Foldable"",""Frame Material"":""MS Chrome"",""Out to Out Width In open Position"":""26 Inches"",""Seat Width"":""17 Inches"",""Total Width in Closing Position"":""11 Inches"",""Rear Wheel Size"":""23 Inches"",""Front Wheel Size"":""8 Inches"",""Seat to Floor Height In"":""19 Inches"",""Seat Depth"":""18 Inches"",""Back height"":""18 Inches"",""Total Height"":""50 Inches"",""Max user Weight Capacity"":""100 KG"",""Net Weight"":""26 KG"",""Upholstery"":""Rexine"",""Armrest"":""Detachable"",""Footrest"":""Elevated & Detachable"",""Wheel Quality"":""Solid"",""Rear Wheel Lock"":""Yes"",""Hand Brakes"":""No"",""Dropback Handle"":""No"",""Wheel Type"":""Spoke Wheels""}"
Generic/Unknown,609 GC Reclining Wheelchair With Commode,"12,999.00",Wheelchair,Reclining Wheelchair,"Buy Reclining Bed Type Commode 609 GC Wheelchair Online at Lowest Prices in India, fs 609 wheelchair supplier, distributor and dealer, reclining wheelchair with commode for sale",https://www.wheelchairindia.com/WHEELCHAIR/RECLINING-WHEELCHAIR/Reclining-Wheelchair-609-GC,"https://www.wheelchairindia.com/image/cache/catalog/Products/609-GC-Reclining-Wheelchair-With-Commode/609-GC-Reclining-Wheelchair-With-Commode-1-550x550.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/609-GC-Reclining-Wheelchair-With-Commode/609-GC-Reclining-Wheelchair-With-Commode-550x550w.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/609-GC-Reclining-Wheelchair-With-Commode/609-GC-Reclining-Wheelchair-With-Commode-3-550x550.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/609-GC-Reclining-Wheelchair-With-Commode/609-GC-Reclining-Wheelchair-With-Commode-1-80x80.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/609-GC-Reclining-Wheelchair-With-Commode/609-GC-Reclining-Wheelchair-With-Commode-80x80w.jpg.webp, https://www.wheelchairindia.com/image/cache/catalog/Products/609-GC-Reclining-Wheelchair-With-Commode/609-GC-Reclining-Wheelchair-With-Commode-3-80x80.jpg.webp","{""Product Name"":""609 GC"",""Frame Style"":""Foldable"",""Frame Material"":""MS"",""Out to Out Width In open Position"":""26 Inches"",""Seat Width"":""17 Inches"",""Total Width in Closing Position"":""11 Inches"",""Rear Wheel Size"":""23 Inches"",""Front Wheel Size"":""8 Inches"",""Seat to Floor Height In"":""21 Inches"",""Seat Depth"":""18 Inches"",""Back height"":""18 Inches"",""Total Height"":""50 Inches"",""Max user Weight Capacity"":""100 KG"",""Net Weight"":""30 KG"",""Upholstery"":""Rexine"",""Armrest"":""Detachable"",""Footrest"":""Elevated & Detachable"",""Wheel Quality"":""Solid"",""Rear Wheel Lock"":""Yes"",""Hand Brakes"":""No"",""Dropback Handle"":""No"",""Wheel Type"":""Spoke Wheels""}"
Generic/Unknown,Lightweight Portable Aluminum Wheelchair,"7,500.00",Wheelchair,Travel Wheelchair,Lightweight Portable Aluminum WheelchairChair designed keeping portability in mind Aesthetic carry bag perfect for holidays and trips abroad Lightweight aluminium frame with oxford fabric seat and back Grey solid 12” PU rear wheel and solid 5” castor Flip-away armrest and flip-up foot,https://www.wheelchairindia.com/WHEELCHAIR/TRAVEL-WHEELCHAIR/Portable-Aluminum-Lightweight-Wheelchair,https://www.wheelchairindia.com/image/cache/catalog/Lightweight-Portable-Aluminum-Wheelchair--550x550.jpg.webp,"{""Product Name"":""9003L-A"",""Frame Style"":""Foldable"",""Frame Material"":""Aluminium"",""Out to Out Width In open Position"":""18 Inches"",""Seat Width"":""14 Inches"",""Total Width in Closing Position"":""10 Inches"",""Rear Wheel Size"":""12 Inches"",""Front Wheel Size"":""5 Inches"",""Seat to Floor Height In"":""18 Inches"",""Seat Depth"":""15 Inches"",""Back height"":""16 Inches"",""Total Height"":""35 Inches"",""Max user Weight Capacity"":""100 KG"",""Net Weight"":""7.5 KG"",""Upholstery"":""Cotton"",""Armrest"":""Flip-Up"",""Footrest"":""Flip-Up"",""Wheel Quality"":""Solid"",""Rear Wheel Lock"":""Yes"",""Hand Brakes"":""Yes"",""Dropback Handle"":""No"",""Wheel Type"":""Mag Wheels""}"
